-2.3213,3.5625,-1.6638,2.2635,3.7774,6.3041,-2.8719,2.1026,5.5486,-3.7764,-1.7762,7.5977,-1.8334,-4.0026,6.4888,-0.40216,-2.0096,1.5023,8.6998,6.4199
1.2858,4.0944,-1.6688,3.2613,1.9322,5.2058,-4.8885,0.021925,-1.1622,-1.7488,9.8176,5.4889,9.4677,-4.0009,6.5157,2.2081,1.4398,-1.393,4.5844,-3.6051
1.335,2.3479,3.9571,0.17989,9.3158,5.8611,-1.4109,8.7825,5.3993,4.0216,-2.4401,8.444,9.584,-0.66745,8.7026,-2.414,9.2262,3.7631,3.4885,9.9012
-1.2559,5.1874,8.3648,-1.4398,7.586,-3.6302,9.9605,0.86419,3.8889,7.1888,-1.6528,5.4272,-0.15634,-0.67917,6.3909,-2.3832,-4.8307,1.4133,8.4432,7.4862
1.4563,-2.8091,8.2658,7.6077,5.6739,-2.3939,-4.721,5.3695,6.1866,3.6529,8.4547,-4.1728,8.4352,-0.35882,-1.088,3.5896,-1.7014,3.8371,7.9925,-3.9048
-3.4029,1.7489,9.2926,5.3203,2.1805,7.3528,1.4996,0.93401,2.6482,1.9363,5.6212,7.8978,-0.75287,4.5065,6.732,4.2567,5.3102,8.1901,3.0116,0.68351
-4.5674,-1.1801,-1.5369,5.4869,2.1089,4.457,2.7056,0.64482,9.1721,0.59997,6.7264,-2.0017,-0.90359,7.9089,-4.4204,7.1462,2.8142,6.5726,-1.1778,-3.6516
-1.4866,7.7245,-4.8956,-0.35936,3.8228,1.6474,0.5184,3.3083,0.051397,7.0471,3.0836,-2.9254,6.0033,9.719,9.1334,-0.83681,9.4749,-2.2868,0.54789,4.9155
-4.9167,1.5448,7.3681,8.9146,9.6997,-4.6004,1.3437,1.9601,-3.1588,4.9261,-2.8717,-0.34575,-3.9298,8.1251,4.5826,4.4052,-4.8869,2.2814,-3.6471,-2.2143
2.9384,-4.3923,6.7192,1.2159,-4.6609,-1.6607,8.1257,3.0777,5.7705,-3.5593,3.2907,1.7496,5.8861,8.1943,4.2559,4.692,-0.42469,-2.5736,-3.1809,-1.8739
5.3554,9.2274,5.3873,8.756,0.39707,7.6203,-1.4338,1.7766,1.6153,-3.2835,8.3855,4.6958,7.7845,2.3836,1.1949,-4.3728,3.8078,-2.0552,-4.7845,5.9977
6.6314,6.7804,5.6416,8.5101,0.44973,0.16268,-3.8099,1.7478,5.7561,3.6953,8.8274,-4.4863,-1.551,8.9437,0.29158,4.4911,-1.7885,-1.9123,0.70488,-2.743
4.6021,1.2554,9.2619,6.5306,4.1997,5.3831,-3.3887,6.0774,9.8379,-4.0021,0.60977,1.5071,-2.9473,2.543,-0.39551,6.347,-2.393,-3.1189,-4.5449,9.3307
5.2347,9.8674,0.16834,2.2436,8.0393,3.4818,7.8174,5.3594,4.2488,9.865,8.7946,4.3652,-2.5546,-4.5446,0.96091,-0.63889,-2.8418,-0.72858,3.4588,-2.8553
-1.1796,1.7834,2.6033,-1.3838,-3.2668,-1.4881,8.1734,-1.9135,1.4771,8.7334,0.55628,-0.58727,-1.2598,9.3705,7.5313,-3.4774,8.0493,7.2371,7.4939,-2.5204
-2.0152,2.6586,4.7543,-1.5819,-0.63051,-3.5897,-2.8766,3.9152,-0.86914,8.4043,-3.1789,2.5743,-2.6996,9.0698,1.5636,6.5851,4.3277,3.7174,8.7392,9.6008
-4.0887,-4.6097,8.4934,1.8686,9.8522,-4.945,2.1817,3.1874,5.669,-0.23089,1.2816,6.0709,-0.4313,4.1676,3.7888,2.6158,3.0053,6.115,6.8573,7.9992
-4.3012,1.2711,3.3469,5.7164,-1.1898,0.55591,6.2473,4.2487,0.32621,5.5393,8.8174,4.4242,2.5784,1.6649,4.2139,-0.47005,3.6544,2.6378,6.1703,-3.5369
4.4527,-1.127,9.0039,-4.6982,1.4407,0.21627,-1.5999,6.017,-1.0702,1.3274,-4.9455,7.9834,4.8981,5.6984,-2.8263,9.9559,8.6316,2.4852,6.8381,7.7544
-2.4264,5.3555,6.8128,-2.8151,3.5162,1.9437,3.873,0.65934,-4.2047,6.6614,5.3379,-1.2362,-3.1607,-3.0063,5.4727,3.9752,0.52335,5.9093,-0.57619,6.4426
7.3311,8.9921,1.6386,6.5294,-2.5796,0.35555,8.3345,-0.92401,8.2013,6.4904,-0.12544,1.7426,-0.097888,-1.7767,6.0042,5.4202,2.7128,-0.020825,5.6582,9.6549
4.766,1.5876,9.9449,3.8183,-0.54781,-3.377,3.7811,-2.4777,3.7032,3.8649,9.0135,-1.6289,0.66168,-3.9897,0.43667,-2.0434,1.2243,-4.6765,2.6155,-4.3363
-4.742,5.7601,-3.9708,-2.4745,6.5735,3.0755,8.9171,8.1571,-3.4672,4.5507,0.54173,9.1633,9.8555,-2.3582,3.0229,4.8503,9.8781,-0.34462,7.3757,8.566
0.65804,0.67846,-3.516,3.786,-4.2434,6.3382,-0.31819,2.6738,5.7667,7.4106,-0.0042915,-4.2616,-0.63608,8.9915,5.0867,1.6069,6.1976,8.6349,-1.895,8.1182
4.131,-1.337,3.4297,2.1687,-0.1205,-1.229,8.9127,2.3388,-2.56,0.092593,2.6437,6.2382,4.6935,7.3204,8.6417,9.7925,-0.092493,-2.2252,8.2749,1.6624
9.9787,0.61041,5.2757,-4.875,-2.6314,-0.59028,-4.6149,-2.9889,-2.2879,7.8364,-3.3902,-1.0043,7.3063,-3.1786,3.0388,2.962,4.294,4.2916,9.8003,3.9805
-0.49609,4.4125,1.4037,-3.1117,-4.884,0.75921,-1.7042,-4.0238,7.8524,-3.9558,1.6682,-0.28988,0.62845,6.2475,6.9985,-4.3881,9.7085,4.3524,-1.1336,-3.3074
-0.51663,5.7227,3.9864,-2.805,-2.7015,4.9087,2.6592,-1.513,9.2389,5.9684,7.2668,6.7869,3.8131,-3.4984,1.2479,-3.3376,0.64159,1.2913,2.806,3.158
9.7696,-1.3221,-1.3328,-4.2727,-0.40697,6.1947,-1.6094,0.16217,-1.8686,4.8719,-4.0852,6.4301,5.898,4.098,1.0022,4.984,5.7809,2.4293,-3.6981,1.4525
5.1131,-3.1368,8.0987,6.2725,4.5399,2.3715,2.4504,1.2768,8.2227,5.3381,-3.5293,-0.63129,-1.3402,9.5364,1.6602,0.22613,1.645,1.3837,6.2189,-4.4313
-0.77882,4.6333,2.8971,3.805,1.6319,6.7754,8.4528,-3.7293,3.1505,9.0737,7.0339,-2.3172,1.3682,4.7107,1.771,-1.4292,9.2419,-3.0933,5.0346,-3.8433
5.5535,-2.531,8.1933,9.643,-4.292,3.6384,6.9072,8.144,-2.8948,-4.7181,-1.3046,-3.6282,6.8102,4.1491,6.8869,6.1144,9.8643,7.1105,-1.236,-0.59288
8.0346,-4.7499,0.46403,-3.6743,7.79,8.2991,-1.7586,0.79884,5.9167,3.5807,3.5874,6.1775,-1.5721,7.4232,-0.066685,8.9752,-1.0433,-4.7164,4.0764,9.4682
5.4906,-0.18031,-2.7717,9.4553,8.2822,-2.1701,-3.1904,-2.0444,7.6715,-0.32843,-2.1803,2.1028,6.3384,3.0355,3.1976,2.3023,0.94867,5.9037,-4.8858,4.5693
7.0184,1.5028,-2.8562,-0.2213,8.8393,-0.71898,1.8467,2.7117,3.5928,5.5633,5.8574,5.0088,4.8103,0.56,3.0982,-1.065,-1.3768,-0.16562,9.1985,4.9218
-4.3859,5.4266,4.7653,6.1294,-1.4195,9.1689,-2.9588,3.7242,-4.6086,9.9984,-2.9204,6.5742,-4.1196,1.3203,7.4652,-0.11989,-1.2177,-1.0915,4.2745,-3.633
5.0946,-3.2228,0.12257,-3.4467,3.5487,9.0745,5.1535,0.4433,6.2183,4.5853,-1.8468,-0.21539,3.6948,2.0267,5.7345,2.2892,-1.6064,2.7949,8.8679,-3.6018
3.865,8.662,8.3494,7.9733,-0.099233,2.8773,1.4719,3.9661,9.7264,-0.12433,-3.5982,1.843,8.6284,1.843,-4.0367,2.1817,2.4692,-2.6782,9.7134,7.0813
-4.8457,9.0413,-0.0065125,1.2217,-2.259,5.3449,-3.9803,0.17508,6.2006,-3.1053,7.8427,0.7367,-4.5536,1.8603,8.8261,-2.4339,4.6087,-4.8199,2.9984,-2.1182
6.2746,-1.6997,2.0122,1.242,-0.092414,1.7151,-3.197,-4.2057,-0.36187,4.102,-1.6809,-0.92518,9.8923,-3.2608,8.4471,3.0309,0.68145,5.6342,9.7054,5.9132
6.9384,0.009011,3.3446,2.6465,-1.9047,0.9271,-0.52394,2.7474,-3.8896,0.95224,6.5314,7.235,7.9398,1.5465,2.9883,-3.1437,-2.6071,6.4064,9.0131,9.4457
7.7223,7.157,1.6653,-0.16398,5.8616,1.1966,9.564,5.3055,-0.93926,2.7951,6.3017,6.8393,-3.9468,3.2018,-2.4001,5.9593,-2.494,4.5216,9.6051,4.8721
5.1477,-1.5334,7.5203,4.8865,2.0887,5.4858,-3.2555,8.517,-3.3958,6.4061,9.7373,7.7822,-0.83673,-4.1773,2.6541,-2.9081,8.5058,-3.8744,2.2571,6.3807
-3.278,2.6605,6.8678,-3.6233,-4.0021,-1.1685,4.7799,-3.4622,5.5158,3.5769,3.1951,1.552,1.766,3.1066,0.69023,-3.2956,-1.5937,-2.0249,3.0239,3.1395
5.4337,6.0526,-1.2635,-2.9929,3.2434,6.8679,8.1521,4.8908,-1.0533,5.0091,-4.4694,-2.4503,-0.65769,-1.9509,5.2717,-3.8213,6.1457,6.6822,4.5956,1.4266
-3.5076,-0.51316,0.63448,1.335,8.9088,3.6613,2.8267,7.6128,-4.2862,5.1212,3.3743,8.4271,5.0787,4.3126,-1.9482,3.0339,7.9081,4.8512,2.0176,9.7074
9.17,6.1649,-0.86354,-1.1935,-2.4112,-2.9576,5.2093,-2.3699,7.0751,0.28098,1.5253,-3.044,-3.6147,-2.4038,-3.5515,8.2355,2.1719,5.7152,5.806,8.0436
6.6018,2.8327,8.6013,3.6485,-3.5666,1.1168,4.2877,4.5085,6.9997,1.5806,9.6607,6.3593,9.6995,7.2328,8.704,8.0651,-0.75158,9.231,0.09551,7.4552
6.0396,-1.9502,-3.4052,3.1924,8.6062,7.5055,-1.7651,2.6839,4.9384,1.0333,-3.0184,-1.1538,-1.8527,-0.033542,-2.4871,7.5969,7.3992,7.4203,-0.41631,8.0927
3.7475,4.3824,1.1274,-2.3327,3.7043,2.678,9.5366,2.9692,6.0419,-0.79856,5.3776,5.8948,2.7474,8.2695,7.9793,-0.90513,9.875,-0.76794,-0.41002,8.8946
9.2389,-0.19172,1.3499,-4.9067,8.3216,-0.21536,1.9063,-4.0495,7.9602,0.4194,5.1886,1.9861,-0.679,0.3541,9.0198,-1.2829,-4.7877,0.15025,7.5275,7.8601
7.1836,2.787,3.9967,-0.35774,6.5932,6.3649,3.051,-4.8431,-1.4076,7.1864,0.6435,2.3274,2.2209,8.0527,9.228,-3.5473,4.9155,0.43297,-4.0268,3.5053
-4.7424,-1.666,3.7039,8.1553,3.5431,4.6023,-1.953,9.1619,-0.77993,1.8762,7.52,7.922,3.286,8.135,6.6641,7.1747,-0.56157,6.5969,4.8464,6.4234
3.3061,6.9555,5.4548,2.6951,6.267,3.3802,-0.62537,-1.977,9.5815,3.5116,-3.1897,7.3457,4.7113,8.8715,-2.6006,-1.2066,4.8431,-3.7291,7.8021,-0.13048
1.6265,2.2705,8.7481,4.027,3.4601,6.7914,8.717,0.4504,0.62308,5.6433,7.4171,6.8419,-2.4195,0.31713,-2.6234,5.7784,5.4233,7.7216,8.0853,-2.1867
1.3142,9.4323,3.105,-3.5914,9.0365,6.2158,-4.5842,5.1828,-2.6509,8.0438,6.579,6.5987,-0.49427,-3.266,5.5456,-3.0161,-2.4096,9.0991,0.47588,4.2068
2.6941,0.83395,8.9998,-3.6534,-2.6591,5.3135,2.8755,2.5358,1.6014,-3.9329,7.3701,-3.021,-1.705,0.041958,-2.4512,5.8878,1.6929,7.8251,-1.6323,-2.9323
-1.4397,2.5823,1.1147,5.0463,-4.8643,-3.3242,2.1976,5.2917,4.4488,1.0142,-4.7461,-4.3231,1.4947,1.1923,2.3983,3.8719,-0.26247,-0.20325,-2.073,-0.55628
-1.1237,9.353,-2.8125,4.6588,1.5158,5.9384,4.1898,1.5892,6.5058,4.8483,4.528,0.79328,8.473,6.529,4.7106,7.3885,6.7362,-2.6485,4.4169,7.5991
8.8811,-0.90957,2.431,0.29575,3.8765,6.356,5.0917,-3.6849,-4.5715,-1.8824,7.9366,8.524,3.6841,-0.2348,6.8795,0.2525,3.2815,-1.5111,7.0041,8.5737
-0.75688,0.44447,5.2772,-2.6465,1.2119,5.8731,4.6556,-3.4908,-4.5098,2.0325,-3.9026,-2.7355,7.2035,-0.35958,-4.8917,5.0201,5.6393,3.8849,8.647,2.3976
1.986,6.0115,-1.2568,5.9058,5.0651,2.6709,0.49716,-2.7466,1.9192,-1.7459,3.5459,-1.3737,-2.7985,9.0849,-0.085856,3.1221,1.9141,-3.5907,6.5685,8.8238
4.7059,2.1769,-1.5073,1.8338,3.5871,-2.9345,9.8004,-1.2942,-3.5006,3.1548,-1.943,8.1459,1.0389,-1.726,8.6085,3.5057,0.46284,1.2586,-3.1812,-2.4858
0.80936,2.5863,1.2424,5.1415,3.6683,-3.8334,-2.9836,1.205,5.3538,-3.3133,6.8387,6.2195,-1.2452,7.6348,7.0159,9.068,-3.57,9.7314,9.7243,4.615
-2.8129,-4.4566,3.6338,8.6807,-3.9036,8.0777,3.2098,-1.5486,9.6563,9.9134,5.827,-0.19455,7.597,8.596,0.52887,-2.0172,6.0982,-1.0807,6.161,5.3351
3.6732,5.1324,4.853,-4.4787,6.208,3.1356,2.2067,7.0347,-0.9487,-3.1292,-1.4291,0.33807,4.4602,-4.1618,3.6548,7.5604,1.3282,2.1942,3.9368,1.3381
3.1691,2.1453,5.7096,-1.8027,-4.8508,2.193,5.2438,-4.3254,9.2813,0.6209,6.5492,9.2923,4.8868,4.3673,7.9624,9.4651,1.6639,3.0384,-4.5812,-4.5345
7.4725,-3.5054,8.8076,8.8815,0.85814,-3.943,1.9978,-0.31973,-1.8695,-1.9436,1.5759,-2.8571,1.4163,3.6327,9.712,-4.0063,3.6016,-0.62994,-1.8355,-2.7329
3.7006,5.0448,9.7378,2.9241,-1.3931,-0.66745,7.9981,-4.5924,-3.8778,-4.1611,-4.1062,-0.71011,4.2211,7.2888,1.9941,3.1389,-2.9038,0.56535,6.4927,6.4126
-4.1798,0.2858,1.8108,5.5387,4.1349,-2.8566,9.0276,-4.0095,-4.2013,-1.86,5.7034,6.8099,-4.6748,-4.5496,8.3898,7.8614,9.7887,6.6839,-4.8699,-0.16997
9.3721,0.98864,5.1755,-1.3142,7.9511,-1.3127,1.1296,6.2349,-2.7102,4.6472,0.96602,-1.4592,9.7719,6.6202,1.6629,6.0846,3.5625,3.1806,2.3357,-1.6392
8.724,-0.18697,3.0909,7.8081,4.996,-1.8973,-2.2838,-1.0799,4.2365,-0.61197,5.7115,-0.29713,4.7779,1.2849,6.1945,0.64666,-3.1631,3.8681,2.2399,2.004
-3.6816,5.2599,4.2376,-0.25222,-2.3967,4.576,6.8452,5.5424,7.6146,1.1017,3.6712,-3.433,5.8453,-3.7009,3.8198,7.7535,1.0299,-4.0134,-1.7955,0.046973
8.0586,1.3541,5.6736,5.6113,5.3705,-2.6348,6.6907,8.0035,-3.592,3.5832,0.66125,9.5143,0.66758,1.7411,2.4172,2.5063,-0.028853,0.2515,-2.538,0.90783
2.3989,1.525,0.04284,-3.5086,1.0484,6.9043,2.7209,-1.2158,8.7336,2.538,7.7397,1.7099,7.0396,1.6775,5.8699,-3.9134,9.8283,7.3922,1.1148,-1.103
3.1702,-4.4648,6.9295,-2.8909,0.47344,-4.2057,6.6558,5.0148,5.7434,8.0466,-3.3176,3.6378,-4.3341,-2.3326,2.0616,-1.3227,-0.12447,5.965,-2.7171,2.0129
4.599,-3.2848,1.9909,8.583,4.818,7.0018,8.4132,-4.4885,-2.9656,1.9267,5.9021,2.2322,7.5827,-0.32536,2.7059,-2.3558,-0.21936,5.5413,-2.6555,5.2192
1.6117,3.2269,3.3502,0.68206,0.80505,4.811,8.5884,7.3387,5.1146,2.571,-1.0542,4.3083,1.8853,-4.1984,8.6302,6.4059,1.6707,5.8525,-0.74712,9.4603
0.040547,3.4521,1.8575,-3.6581,4.7081,6.7375,9.248,7.2696,4.955,7.0401,0.40506,2.1505,4.1496,4.5534,-0.036595,9.1486,-2.2222,-1.2626,6.0419,8.1839
-1.5526,-0.98139,3.433,-2.8498,-4.4119,7.9476,-4.8503,-0.90832,-1.7868,8.4382,8.1411,6.6052,9.2029,-3.8744,6.7819,-1.5652,-2.4645,7.1113,-1.5781,-4.297
1.9125,-2.7698,-0.89481,1.1743,-3.3276,8.8402,4.2903,1.9865,-4.0171,1.4877,6.6268,-1.9143,0.025484,5.2534,-3.4711,5.7922,6.4637,-2.5293,4.2058,7.6371
4.1791,-0.95579,-0.78582,1.9183,-4.0415,-3.0364,5.8445,-0.012533,5.0812,-4.8725,5.8207,-3.4972,3.6242,8.6318,5.2558,-2.7687,2.1905,8.162,2.6607,5.3593
-3.9262,-4.1342,7.2564,-3.3926,-2.6532,0.13643,9.6557,4.6143,0.83867,3.9138,-4.7128,6.2049,7.3496,8.3794,-2.3323,-0.62482,6.5786,0.69376,-2.8316,-3.5589
0.16717,-2.8222,-4.9328,8.063,8.748,1.2617,2.3107,9.0443,9.3698,-0.40278,4.0773,4.6021,-2.1473,3.5278,6.9748,-1.128,-3.6218,7.2013,2.5489,8.6523
2.7421,9.4617,9.7375,9.2751,7.741,8.4233,-4.0798,9.2379,-3.2103,4.3579,8.7438,7.2182,-4.3037,4.435,5.2775,1.9025,6.1584,-1.3057,3.6507,-1.1813
2.2373,4.4002,8.178,7.2223,7.5265,-0.60392,9.14,4.7564,-3.3351,8.5674,7.4496,-3.4009,5.5647,-3.6,-1.1409,4.0737,2.8831,6.0314,8.2008,8.8207
8.5506,-3.1015,7.3032,-2.1589,8.6816,-4.2112,-4.1895,-0.88994,4.0691,5.8299,3.4086,-0.99615,-0.046891,-2.3762,-3.1857,4.8763,2.1831,9.5897,-3.4941,2.165
